duration,src_bytes,dst_bytes,failed_logins,login_attempts,num_connections,same_srv_rate,diff_srv_rate,dst_host_count,packet_rate,label
169.71,32617,18534,0,2,48,0.72,0.1,6,92.26,0
77.44,47751,8883,0,1,25,0.87,0.17,5,264.65,0
0.936,46,12,0,0,196,0.08,0.75,70,3332.75,1
130.82,18779,86555,0,3,44,0.83,0.08,10,469.57,0
254.42,24426,81452,0,2,32,0.97,0.26,10,435.7,0
114.7,38527,5003,0,2,11,0.75,0.14,2,476.88,0
277.2,41888,41896,0,3,24,0.72,0.18,3,282.17,0
0.949,81,10,0,0,767,0.09,0.95,167,4606.22,1
77.64,23110,55138,0,2,31,0.72,0.25,5,64.13,0
3.11,321,239,30,78,401,0.89,0.02,2,1849.13,1
7.16,17613,23526,0,2,23,0.83,0.13,5,321.63,0
256.05,27560,70645,0,3,48,0.86,0.18,4,249.23,0
147.05,26710,15170,0,2,2,0.71,0.02,4,308.8,0
84.32,42709,44858,0,2,35,0.88,0.28,8,260.61,0
9.6,862,378,14,12,73,0.99,0.1,1,106.6,1
215.65,15345,13856,0,3,5,0.9,0.05,4,191.68,0
78.89,6173,39242,0,3,3,0.71,0.28,9,168.45,0
7.26,1612,498,14,9,131,0.99,0.08,5,125.84,1
0.063,94,16,0,0,401,0.07,0.71,167,2696.55,1
0.181,78,9,0,0,144,0.13,0.97,203,2673.57,1
206.07,22799,47160,0,3,42,0.8,0.1,4,340.15,0
2.59,214,64,13,78,193,0.9,0.06,3,1551.16,1
1.69,314,127,39,71,188,0.92,0.0,1,1195.0,1
76.01,18022,74220,0,2,17,0.94,0.07,5,219.3,0
0.741,406,8,0,0,375,0.1,0.68,31,1992.31,1
1.64,570,345,28,7,71,0.99,0.05,5,393.31,1
161.22,12143,76398,0,1,41,0.76,0.28,3,117.23,0
131.38,16113,98176,0,2,13,0.87,0.2,6,389.73,0
214.17,20197,93926,0,1,37,0.89,0.14,8,339.91,0
1.754,257,65,0,0,203,0.32,0.5,24,2739.64,1
6.34,1716,477,21,16,88,0.91,0.07,1,245.02,1
213.04,23466,51805,0,3,44,0.97,0.21,9,204.1,0
39.62,26025,83619,0,3,31,0.9,0.08,5,470.91,0
51.02,35385,42844,0,1,30,0.9,0.13,9,451.69,0
203.54,27039,4735,0,1,34,0.75,0.22,4,206.15,0
6.4,1856,987,13,29,61,0.98,0.07,3,117.3,1
167.18,44842,49009,0,1,11,0.7,0.3,1,12.28,0
0.977,51,10,0,0,336,0.21,0.92,190,1964.02,1
4.44,93,83,9,17,284,0.81,0.08,3,1938.75,1
216.95,5581,42370,0,1,49,0.92,0.19,2,50.49,0
281.5,16495,30094,0,2,31,0.86,0.05,2,473.19,0
3.02,321,807,14,34,35,0.97,0.04,5,394.89,1
207.21,4088,16017,0,3,38,0.9,0.22,1,353.77,0
0.44,491,131,0,0,380,0.5,0.96,56,807.87,1
0.028,42,15,0,0,876,0.16,0.85,217,3301.68,1
0.7,405,118,32,16,368,0.99,0.08,2,1409.28,1
226.34,41820,92405,0,2,31,0.77,0.27,3,104.51,0
1.619,180,8,0,0,489,0.45,0.86,98,856.13,1
195.25,15320,46274,0,2,50,0.9,0.02,10,305.02,0
58.07,46844,29841,0,1,46,0.94,0.06,7,109.57,0
92.58,19749,53429,0,1,2,0.99,0.1,2,436.06,0
0.963,356,63,0,0,378,0.2,0.65,40,644.07,1
0.444,452,163,0,0,372,0.22,0.74,58,2296.73,1
7.88,585,130,17,11,97,0.98,0.08,2,446.58,1
0.342,98,26,0,0,658,0.04,0.78,73,4601.89,1
256.91,12949,19216,0,3,10,0.84,0.0,7,254.8,0
144.63,28015,12978,0,3,44,0.96,0.23,9,163.71,0
11.33,31192,66426,0,3,12,0.94,0.17,6,399.26,0
0.314,22,20,0,0,166,0.26,0.88,129,2764.49,1
42.5,2837,759,0,3,39,0.82,0.16,2,159.3,0
175.79,2000,90473,0,1,8,0.71,0.18,6,245.05,0
2.29,590,187,15,35,170,1.0,0.02,4,179.63,1
5.01,1892,711,12,38,49,0.98,0.02,4,182.68,1
0.986,87,38,0,0,851,0.23,0.94,247,2679.24,1
176.88,9535,50906,0,3,39,0.97,0.07,9,334.75,0
221.69,35668,91983,0,2,36,0.92,0.19,9,266.51,0
1.27,1150,140,23,18,25,0.95,0.08,1,258.91,1
19.36,26812,43469,0,3,30,0.82,0.06,7,200.84,0
191.02,9158,85815,0,1,25,0.83,0.15,9,251.37,0
36.6,35996,11059,0,2,13,0.81,0.24,5,40.24,0
0.87,880,492,19,22,51,0.99,0.02,2,171.96,1
9.73,1446,902,30,20,57,0.91,0.01,2,134.88,1
290.79,13319,27764,0,1,22,0.9,0.26,9,143.99,0
70.94,11949,69225,0,1,22,1.0,0.29,10,467.63,0
216.97,27433,90359,0,1,10,0.71,0.12,7,209.94,0
106.44,16959,57881,0,2,5,0.83,0.13,8,474.04,0
212.4,21522,18224,0,3,36,0.98,0.16,3,83.13,0
1.389,488,113,0,0,255,0.16,0.96,98,340.48,1
0.73,1406,627,9,11,197,0.99,0.09,5,77.29,1
65.25,20435,60141,0,2,23,0.85,0.06,10,323.19,0
188.76,44612,27388,0,1,12,1.0,0.13,2,424.12,0
110.82,4864,81475,0,1,36,0.93,0.25,8,172.73,0
149.05,21559,51131,0,1,30,0.99,0.26,9,362.94,0
2.15,89,208,31,61,422,0.89,0.04,1,1940.4,1
197.82,11102,23894,0,1,50,0.76,0.11,9,301.61,0
289.89,11346,55550,0,3,1,0.77,0.01,9,453.26,0
174.59,18770,83479,0,2,34,0.8,0.11,1,318.06,0
2.16,902,728,24,33,71,0.9,0.05,5,436.85,1
1.81,78,295,35,87,475,0.88,0.01,2,525.47,1
0.568,52,49,0,0,238,0.27,0.98,134,2780.91,1
254.85,18873,31981,0,3,11,0.8,0.18,10,194.66,0
0.982,63,12,0,0,930,0.09,0.76,194,3547.36,1
1.535,305,93,0,0,198,0.4,0.54,19,2194.56,1
1.546,367,5,0,0,406,0.31,0.67,58,2598.49,1
175.73,18583,722,0,2,14,0.87,0.23,2,207.06,0
0.348,70,36,0,0,497,0.27,0.73,234,3956.24,1
185.39,43796,80908,0,2,43,0.85,0.0,9,211.56,0
224.06,28540,13003,0,3,46,0.96,0.13,5,452.68,0
4.47,1099,875,14,42,132,0.91,0.04,1,344.07,1
277.0,33570,84357,0,3,27,0.85,0.2,5,363.07,0
8.92,838,244,21,16,146,0.95,0.0,5,144.58,1
33.16,37264,27962,0,1,13,0.72,0.05,4,137.08,0
191.92,37088,43534,0,3,15,0.74,0.22,8,13.84,0
9.41,544,456,28,26,196,0.96,0.03,2,412.3,1
3.24,29519,84031,0,1,49,0.83,0.28,1,74.23,0
286.07,12846,54937,0,3,13,0.83,0.25,3,219.19,0
145.9,36506,58875,0,1,14,0.97,0.16,1,172.02,0
2.46,1443,761,10,27,66,0.99,0.0,4,498.82,1
0.859,346,71,0,0,201,0.3,0.58,47,1128.9,1
0.269,34,26,0,0,605,0.17,0.85,152,1050.55,1
175.16,48959,66680,0,2,38,0.92,0.04,7,396.13,0
244.75,48942,92818,0,2,43,0.79,0.27,10,435.39,0
7.71,1968,765,6,33,79,0.98,0.02,1,232.91,1
13.32,45677,31771,0,2,33,0.78,0.2,4,334.48,0
239.81,17971,82922,0,3,21,0.78,0.1,10,183.54,0
0.751,233,135,0,0,173,0.26,0.8,66,2508.11,1
168.94,15553,54229,0,1,18,0.85,0.3,6,334.05,0
243.58,17106,70891,0,1,27,0.84,0.14,2,416.12,0
227.31,37471,68487,0,1,49,0.84,0.27,2,332.54,0
0.695,92,28,0,0,521,0.15,0.75,212,4730.16,1
1.52,252,163,19,21,466,0.84,0.01,1,1475.41,1
0.016,71,12,0,0,245,0.15,0.71,98,3428.34,1
113.03,36189,51621,0,1,5,0.76,0.28,8,232.83,0
93.34,522,63664,0,3,45,0.76,0.02,3,305.86,0
0.83,85,175,17,64,145,0.92,0.03,3,1370.17,1
1.764,348,107,0,0,485,0.3,0.81,26,2503.41,1
73.53,31238,80220,0,1,30,0.82,0.19,4,361.99,0
101.42,44684,3341,0,1,38,0.7,0.15,7,268.93,0
183.87,49817,1119,0,2,48,0.87,0.01,7,381.97,0
0.53,329,644,5,11,123,0.96,0.03,1,348.42,1
2.57,1148,767,25,40,99,0.93,0.09,5,168.0,1
232.16,2664,97284,0,3,33,0.73,0.3,2,142.19,0
7.58,12418,73112,0,2,48,0.86,0.1,2,460.04,0
260.97,17861,51403,0,1,49,0.9,0.15,8,315.53,0
16.97,14956,61434,0,1,27,0.73,0.01,9,64.42,0
22.32,45184,41362,0,1,28,0.73,0.21,9,165.59,0
0.51,394,248,34,38,340,0.93,0.07,1,1295.78,1
0.031,74,24,0,0,172,0.25,0.73,53,4390.2,1
51.64,40609,60405,0,3,24,0.73,0.25,4,223.48,0
119.3,32153,86743,0,2,6,0.89,0.12,6,443.89,0
235.31,41211,34208,0,3,11,0.98,0.06,2,22.56,0
1.59,294,129,5,33,165,0.95,0.04,1,73.57,1
0.819,226,159,0,0,176,0.11,0.79,91,614.1,1
0.68,40,18,0,0,522,0.14,0.89,214,3032.08,1
205.44,45673,62822,0,3,12,0.94,0.02,8,28.12,0
0.9,815,327,11,16,67,0.9,0.09,3,484.23,1
216.22,39758,44352,0,3,3,0.95,0.01,1,474.79,0
53.73,27891,69792,0,2,44,0.72,0.0,10,136.34,0
2.07,343,153,27,79,490,0.88,0.09,1,832.94,1
240.68,42028,21779,0,2,15,0.79,0.26,6,133.06,0
77.86,38331,83070,0,2,29,0.92,0.1,4,144.79,0
299.23,10946,47146,0,2,50,0.86,0.22,7,422.61,0
19.42,35434,80436,0,1,21,0.86,0.16,4,51.91,0
161.14,17586,84112,0,2,8,0.79,0.05,1,477.37,0
3.68,485,185,31,18,256,0.98,0.08,3,845.42,1
76.13,44861,45195,0,2,16,0.78,0.24,6,234.52,0
39.14,8428,29736,0,1,31,1.0,0.3,9,459.55,0
199.94,4524,44022,0,1,39,0.97,0.13,9,323.89,0
0.878,31,1,0,0,492,0.26,0.84,106,1458.82,1
155.65,36858,42704,0,3,31,0.86,0.09,3,235.24,0
159.17,6844,89851,0,2,40,0.76,0.2,6,86.63,0
175.42,38342,52450,0,2,15,1.0,0.04,8,54.55,0
8.94,342,845,17,14,41,0.96,0.02,1,131.48,1
0.063,271,176,0,0,202,0.29,0.68,33,1025.89,1
2.87,50,224,31,61,355,0.86,0.09,2,1343.84,1
149.03,14861,85340,0,2,28,0.84,0.23,4,20.51,0
4.87,424,122,14,26,408,0.87,0.06,1,547.39,1
6.44,1854,491,3,23,33,0.92,0.07,3,187.26,1
110.88,29314,5948,0,2,29,0.84,0.07,5,286.48,0
1.48,305,62,45,97,288,0.87,0.05,2,363.36,1
217.22,1719,67846,0,2,33,0.94,0.13,1,155.25,0
74.05,41062,65085,0,3,40,0.76,0.03,5,13.32,0
0.737,82,7,0,0,238,0.03,0.97,143,2730.91,1
107.69,33449,40260,0,2,42,0.91,0.12,4,399.19,0
6.05,1806,843,11,5,74,0.92,0.08,2,99.77,1
31.32,16605,10869,0,2,3,0.95,0.09,7,86.77,0
0.658,47,27,0,0,604,0.1,0.99,149,3057.31,1
109.32,13835,57073,0,2,22,0.89,0.27,8,31.23,0
50.62,44100,1569,0,3,18,0.75,0.11,4,360.06,0
162.11,48910,20996,0,3,9,0.99,0.24,7,50.05,0
55.79,14620,93477,0,2,5,0.91,0.15,10,323.81,0
0.577,23,21,0,0,635,0.13,0.77,119,3554.35,1
50.7,10474,87480,0,1,5,0.89,0.2,2,76.62,0
214.16,37864,76807,0,3,11,0.74,0.17,1,17.01,0
205.25,28214,80267,0,1,39,0.74,0.08,6,405.49,0
51.12,37274,15481,0,1,46,0.86,0.23,8,415.36,0
211.68,40854,63828,0,2,6,0.76,0.04,9,122.96,0
2.1,232,254,46,65,225,0.84,0.02,3,815.21,1
230.08,36334,8418,0,3,4,0.86,0.11,4,492.76,0
1.51,394,252,14,23,133,0.9,0.09,5,274.83,1
68.85,47292,62166,0,3,24,0.82,0.09,5,397.47,0
239.93,34714,73055,0,2,12,0.97,0.06,8,25.76,0
8.11,309,517,16,10,58,0.93,0.0,1,244.83,1
168.9,29219,21483,0,2,22,0.84,0.07,9,349.1,0
196.77,20938,73672,0,2,39,0.75,0.12,6,221.13,0
0.809,228,121,0,0,480,0.18,0.52,31,2397.51,1
9.39,1847,361,21,50,43,0.92,0.07,1,226.85,1
208.52,32278,75581,0,1,21,0.81,0.24,7,188.86,0
181.69,4417,74706,0,2,47,0.95,0.14,8,191.52,0
0.68,381,9,0,0,469,0.12,0.82,27,2810.81,1
207.85,27786,3242,0,3,3,0.92,0.18,2,31.62,0
0.969,72,42,0,0,652,0.15,0.86,147,2471.42,1
1.383,150,120,0,0,468,0.32,0.76,63,1588.08,1
116.69,35525,84432,0,2,32,0.86,0.25,8,483.62,0
3.05,474,263,12,92,172,0.89,0.04,2,206.28,1
85.22,10760,525,0,1,8,0.95,0.1,5,398.59,0
1.89,465,189,34,37,441,0.96,0.08,1,597.62,1
22.9,23391,77104,0,2,29,0.77,0.29,7,17.88,0
120.6,19678,95797,0,2,2,0.98,0.13,4,283.67,0
0.499,92,14,0,0,692,0.05,0.74,154,4952.12,1
92.87,38681,41570,0,3,7,0.71,0.06,1,233.95,0
1.1,1257,924,23,43,41,0.96,0.06,4,419.87,1
0.93,445,67,10,40,492,0.89,0.01,3,1397.41,1
122.02,35123,55910,0,1,33,0.93,0.25,8,434.96,0
263.64,38038,59555,0,1,4,0.75,0.08,7,287.72,0
102.88,29418,42351,0,2,1,0.86,0.15,3,278.4,0
0.661,74,38,0,0,933,0.08,0.93,240,1912.84,1
0.833,76,7,0,0,365,0.18,0.79,171,1242.57,1
257.54,17447,20398,0,2,40,0.99,0.15,3,14.24,0
166.99,8101,19072,0,3,23,0.73,0.1,1,172.28,0
114.03,15483,53628,0,1,27,0.95,0.09,7,24.94,0
157.65,21958,85912,0,3,28,0.81,0.1,3,457.76,0
227.53,37969,81076,0,2,26,0.96,0.13,4,227.01,0
1.421,394,147,0,0,345,0.2,0.7,57,2512.64,1
0.372,92,47,0,0,956,0.19,0.92,162,3665.59,1
42.58,13750,74066,0,3,42,0.99,0.24,6,480.04,0
0.413,186,72,0,0,116,0.31,0.72,32,602.21,1
44.62,31882,37672,0,1,32,0.84,0.08,4,417.15,0
1.95,475,125,22,36,156,0.86,0.04,1,1334.15,1
0.079,86,38,0,0,663,0.28,0.99,88,1276.13,1
1.93,455,104,23,78,464,0.89,0.02,2,135.96,1
3.26,198,73764,0,3,36,0.97,0.25,8,301.32,0
80.96,31580,29009,0,2,9,0.71,0.07,8,198.45,0
61.95,30383,14735,0,1,24,0.86,0.16,9,493.32,0
251.38,10537,32194,0,2,47,0.99,0.0,1,344.19,0
0.694,78,31,0,0,784,0.22,0.73,141,1211.53,1
1.467,451,146,0,0,443,0.31,0.76,94,2978.17,1
0.68,1603,323,10,40,70,0.98,0.09,4,386.23,1
0.178,316,146,0,0,471,0.26,0.79,86,831.33,1
197.89,9936,21349,0,1,12,0.93,0.02,5,161.66,0
22.6,30560,48726,0,3,32,0.83,0.04,8,62.24,0
167.33,37522,82406,0,3,13,0.9,0.15,10,187.9,0
3.92,197,240,47,100,254,0.94,0.04,3,368.49,1
196.07,22757,24768,0,1,39,0.94,0.25,4,152.24,0
147.84,6469,30875,0,3,9,0.82,0.11,9,215.37,0
207.84,42687,10627,0,2,44,0.96,0.11,6,317.13,0
0.415,57,24,0,0,183,0.13,0.83,52,1934.23,1
145.73,33594,74595,0,3,8,0.73,0.26,8,85.18,0
177.17,27210,98782,0,1,31,0.83,0.3,6,174.64,0
1.563,379,23,0,0,194,0.33,0.91,66,2224.26,1
0.306,486,121,0,0,495,0.28,0.85,94,1300.48,1
0.487,109,65,0,0,449,0.28,0.52,41,2552.16,1
4.8,452,771,25,15,112,0.9,0.08,2,99.93,1
123.74,34724,43921,0,3,44,0.8,0.03,1,79.92,0
3.38,409,180,20,98,288,0.83,0.1,3,976.6,1
254.32,37715,62789,0,3,14,0.85,0.21,7,38.82,0
1.321,414,113,0,0,172,0.4,0.85,33,997.22,1
4.22,1141,993,12,35,83,0.94,0.0,4,253.98,1
45.92,47721,23129,0,2,25,0.84,0.14,7,285.45,0
268.43,47897,97147,0,1,44,0.72,0.28,10,123.35,0
6.34,1484,781,10,22,98,0.99,0.09,4,445.54,1
33.13,38382,98859,0,1,40,0.78,0.19,6,137.18,0
13.3,33687,14214,0,2,21,0.87,0.06,4,467.82,0
121.96,34163,61731,0,2,5,0.93,0.29,9,69.28,0
3.17,815,172,23,22,166,0.92,0.01,2,426.68,1
0.063,46,8,0,0,323,0.3,0.86,219,4136.18,1
194.32,45128,88587,0,2,22,0.82,0.02,10,314.12,0
97.8,24437,89362,0,2,5,0.89,0.26,3,22.1,0
146.05,12545,38990,0,1,4,0.87,0.16,6,38.01,0
1.83,1463,803,28,38,185,1.0,0.03,1,142.01,1
0.094,44,18,0,0,224,0.07,0.8,98,1407.58,1
235.62,3715,57483,0,1,23,0.74,0.17,7,94.47,0
0.924,58,23,0,0,997,0.27,0.87,89,1967.17,1
46.19,21743,74573,0,3,39,0.97,0.17,7,490.28,0
3.92,340,282,10,10,74,0.92,0.04,2,1685.61,1
1.64,273,92,40,10,301,0.84,0.02,1,123.4,1
227.03,47598,32643,0,2,43,0.93,0.18,3,499.3,0
299.08,12860,22460,0,3,11,0.98,0.18,9,82.46,0
0.616,461,31,0,0,369,0.44,0.73,87,2406.87,1
45.02,23256,41105,0,2,44,0.73,0.27,5,378.74,0
0.793,23,48,0,0,115,0.26,0.73,111,765.41,1
230.24,30251,99318,0,2,37,0.84,0.18,4,430.16,0
133.2,1231,57759,0,1,30,0.71,0.11,9,116.74,0
0.479,438,185,0,0,124,0.35,0.52,47,2946.2,1
1.228,194,173,0,0,436,0.37,0.7,96,423.51,1
60.0,5884,10065,0,2,49,0.84,0.06,4,39.1,0
273.9,5320,93529,0,3,37,0.96,0.16,9,332.37,0
2.48,123,101,25,93,301,0.85,0.05,2,441.81,1
77.45,16639,98008,0,3,41,0.85,0.04,2,429.15,0
2.34,1391,612,5,13,31,0.9,0.05,5,251.94,1
1.082,389,75,0,0,387,0.13,0.95,16,911.06,1
0.67,214,712,24,35,144,0.92,0.07,3,311.15,1
97.0,24427,75560,0,2,26,0.79,0.13,2,428.19,0
0.897,68,34,0,0,525,0.11,0.82,212,4695.66,1
0.497,20,20,0,0,220,0.17,0.96,63,2283.4,1
7.45,609,746,12,35,139,0.97,0.02,4,194.13,1
155.86,10919,98533,0,1,28,0.85,0.17,4,278.42,0
1.816,453,93,0,0,319,0.36,0.98,26,2326.2,1
0.86,802,846,19,33,65,0.98,0.09,5,99.79,1
8.88,1577,936,18,24,132,0.95,0.08,1,331.2,1
0.791,92,46,0,0,496,0.24,0.71,81,621.08,1
0.828,204,176,0,0,131,0.29,0.71,28,2410.84,1
0.99,881,486,7,20,75,0.9,0.03,5,383.39,1
88.09,46721,51266,0,2,44,0.9,0.11,8,401.88,0
0.145,53,16,0,0,426,0.11,0.83,96,1454.57,1
0.733,65,29,0,0,817,0.17,0.73,124,4432.09,1
165.33,20290,3350,0,2,40,0.95,0.13,2,169.92,0
0.837,117,118,0,0,173,0.49,0.96,23,2482.34,1
4.79,375,209,7,79,414,0.89,0.02,2,1882.38,1
110.57,36543,91510,0,3,34,0.75,0.29,6,365.49,0
40.05,46071,51311,0,1,24,0.72,0.24,2,267.04,0
1.35,486,27,0,0,221,0.46,0.7,75,1250.53,1
292.97,28293,11942,0,2,41,0.99,0.14,4,52.11,0
101.1,40603,17276,0,3,25,0.75,0.05,10,406.43,0
84.31,8374,68824,0,2,49,0.86,0.22,5,388.42,0
60.56,13172,5592,0,2,20,0.85,0.3,9,241.97,0
230.43,14077,51907,0,1,11,0.99,0.04,10,28.65,0
0.67,409,64,5,13,99,0.84,0.04,3,425.47,1
56.77,45527,34129,0,1,16,0.78,0.16,5,285.37,0
1.873,140,26,0,0,454,0.13,0.51,39,2974.01,1
278.97,39727,58802,0,3,33,0.79,0.04,9,296.42,0
206.88,4721,83671,0,1,8,0.75,0.24,2,99.85,0
266.42,23273,8778,0,1,18,0.95,0.1,7,316.99,0
3.96,586,153,6,15,106,0.92,0.07,2,244.24,1
7.32,211,974,30,47,46,0.98,0.08,1,459.89,1
0.777,70,39,0,0,985,0.17,0.93,97,3050.14,1
288.98,27734,7525,0,3,7,0.96,0.08,5,453.32,0
7.51,619,621,21,14,115,0.97,0.08,1,413.35,1
78.37,20744,51605,0,3,48,0.8,0.14,4,46.6,0
1.61,197,212,27,61,318,0.89,0.04,1,172.86,1
1.29,666,451,4,45,31,0.92,0.06,3,55.75,1
171.8,20773,97412,0,3,14,0.71,0.3,1,235.97,0
175.45,26039,31962,0,1,3,0.87,0.21,10,85.95,0
2.87,53,249,6,65,244,0.97,0.04,3,1736.84,1
54.05,8694,75583,0,3,15,0.94,0.22,4,282.12,0
0.173,96,42,0,0,191,0.13,0.81,73,1396.72,1
211.16,4200,75774,0,1,35,0.76,0.1,8,65.84,0
126.67,28036,80344,0,2,36,0.84,0.2,1,131.88,0
163.17,5537,32263,0,3,46,0.89,0.03,7,377.04,0
84.17,25714,44446,0,1,29,0.93,0.22,3,107.5,0
190.92,34097,22324,0,3,5,0.87,0.18,9,155.61,0
252.08,30619,50946,0,1,44,0.89,0.06,1,324.54,0
0.546,71,21,0,0,139,0.17,0.72,101,4542.62,1
2.57,242,131,25,25,57,0.9,0.08,1,1267.97,1
243.8,25879,31099,0,1,26,0.82,0.13,1,191.77,0
4.28,419,812,22,42,29,0.99,0.06,5,293.87,1
0.33,413,103,19,99,61,0.82,0.05,2,740.79,1
262.2,38753,39271,0,3,13,0.87,0.13,6,290.64,0
0.89,294,73,0,0,330,0.2,0.88,25,1002.68,1
3.58,390,227,34,45,340,0.84,0.09,2,782.98,1
26.22,23038,4655,0,2,26,0.73,0.01,8,32.33,0
145.72,38489,64977,0,1,38,0.83,0.08,8,284.73,0
0.558,228,2,0,0,83,0.37,0.86,52,1743.69,1
87.09,15578,47723,0,2,49,0.96,0.01,1,121.67,0
221.48,9045,76034,0,3,2,0.83,0.19,3,384.77,0
19.51,48920,87449,0,3,38,0.9,0.18,8,499.06,0
97.52,44610,82803,0,2,2,0.99,0.18,5,24.39,0
293.23,9059,97473,0,1,6,0.99,0.2,8,238.08,0
0.657,63,40,0,0,639,0.23,0.76,144,3063.55,1
184.66,14145,66807,0,1,14,0.8,0.23,5,429.85,0
184.73,47988,227,0,1,34,0.8,0.09,8,196.76,0
265.75,39194,5282,0,2,2,0.75,0.01,6,41.47,0
0.811,51,28,0,0,832,0.13,0.97,110,748.06,1
0.3,86,191,11,41,413,0.97,0.04,2,1769.42,1
0.399,60,6,0,0,266,0.15,0.93,181,3529.37,1
8.35,495,403,27,7,124,0.91,0.01,3,486.31,1
260.88,47750,26590,0,2,41,0.91,0.19,3,420.31,0
1.13,117,260,42,89,402,0.93,0.09,1,1143.32,1
2.08,444,275,16,62,311,0.85,0.06,2,181.7,1
49.86,16471,4996,0,1,15,0.97,0.09,6,197.3,0
0.736,63,29,0,0,431,0.25,0.89,153,2278.02,1
0.963,53,12,0,0,558,0.15,0.85,74,577.59,1
3.95,1988,684,15,20,174,0.96,0.05,2,451.83,1
0.101,35,31,0,0,296,0.17,0.94,157,1958.88,1
25.75,4077,4470,0,2,21,0.97,0.21,3,40.38,0
226.92,42294,52559,0,2,31,0.9,0.29,8,260.59,0
282.47,41165,49757,0,3,49,0.7,0.17,10,404.55,0
2.6,82,267,27,98,315,0.85,0.07,3,1578.66,1
1.672,318,25,0,0,439,0.41,0.82,67,1374.82,1
108.04,2316,59718,0,3,10,0.97,0.07,1,462.42,0
247.29,19014,57660,0,1,30,0.91,0.21,5,255.23,0
269.13,32236,14195,0,2,38,0.79,0.25,2,417.58,0
2.16,632,864,16,11,85,0.99,0.08,4,423.03,1
1.35,493,223,42,79,394,0.84,0.05,2,959.51,1
83.22,45867,84074,0,1,18,0.96,0.24,9,463.86,0
0.388,486,125,0,0,211,0.48,0.87,22,487.33,1
289.53,41180,77342,0,1,49,0.72,0.03,8,298.37,0
0.36,381,164,41,39,86,0.96,0.02,2,1652.84,1
1.24,1029,884,11,41,162,0.94,0.04,3,125.37,1
4.94,474,64,40,91,388,0.8,0.05,1,252.63,1
0.321,433,177,0,0,120,0.31,0.99,87,2230.64,1
3.87,103,108,38,30,274,0.94,0.09,3,873.59,1
0.742,52,30,0,0,338,0.3,1.0,192,637.85,1
267.07,21785,73160,0,2,27,0.72,0.1,10,258.16,0
4.94,434,739,3,34,100,0.9,0.04,1,468.36,1
174.99,15316,60543,0,3,17,0.84,0.2,8,451.59,0
148.38,2529,85166,0,2,4,0.9,0.23,9,14.53,0
0.496,56,7,0,0,939,0.06,0.8,210,3953.66,1
0.612,140,171,0,0,104,0.22,0.76,30,1902.98,1
7.4,410,119,24,47,152,0.93,0.03,3,498.89,1
13.42,19937,16172,0,2,34,0.88,0.06,6,74.2,0
1.966,131,88,0,0,372,0.37,0.85,42,1174.47,1
243.08,10107,94047,0,1,47,0.98,0.07,1,462.35,0
64.99,27088,43451,0,1,6,0.85,0.07,10,146.06,0
5.74,1636,908,12,31,187,0.94,0.05,2,126.83,1
4.61,81,246,32,52,477,0.83,0.07,1,737.05,1
6.72,1022,290,23,45,47,0.91,0.09,1,126.21,1
1.257,491,89,0,0,214,0.16,0.66,13,2325.63,1
111.22,29157,58387,0,1,24,0.73,0.21,9,451.83,0
0.39,96,142,45,92,361,1.0,0.03,3,1294.99,1
288.94,7690,31832,0,2,36,0.7,0.16,8,392.32,0
1.194,387,38,0,0,271,0.33,0.53,11,209.97,1
4.99,131,185,37,48,247,0.85,0.07,1,682.33,1
0.806,273,157,0,0,318,0.1,0.59,42,345.04,1
0.687,218,152,0,0,150,0.49,0.54,59,1123.72,1
58.29,2678,44983,0,3,1,0.98,0.09,4,112.25,0
287.31,1486,16631,0,1,23,0.85,0.23,4,35.5,0
65.73,45707,67989,0,2,4,0.87,0.28,2,233.67,0
0.468,48,22,0,0,838,0.18,0.81,107,4263.55,1
91.82,47413,11953,0,3,26,0.79,0.15,3,380.72,0
1.594,373,7,0,0,187,0.37,0.59,59,921.71,1
4.17,240,156,10,74,189,0.87,0.03,2,1015.15,1
1.2,1000,900,14,26,182,0.97,0.01,4,115.27,1
94.42,2172,35685,0,2,6,0.85,0.07,8,416.43,0
0.552,95,13,0,0,827,0.2,0.89,87,2645.4,1
0.139,255,30,0,0,236,0.16,0.78,66,2838.48,1
0.225,138,128,0,0,402,0.45,0.73,92,1196.3,1
48.46,4138,8329,0,2,23,0.97,0.02,7,49.18,0
0.912,98,3,0,0,144,0.28,0.97,206,2445.79,1
1.66,236,246,50,57,411,0.87,0.09,2,1656.02,1
148.04,3264,74041,0,3,34,0.87,0.25,7,149.78,0
132.68,13423,76653,0,3,50,0.99,0.28,8,90.65,0
193.66,11604,8399,0,2,44,0.76,0.13,4,463.64,0
20.14,49590,53888,0,1,10,0.84,0.05,4,201.71,0
2.52,232,102,36,34,321,0.81,0.06,3,1954.59,1
194.2,5445,44627,0,2,49,0.73,0.08,10,39.84,0
0.307,93,50,0,0,296,0.13,0.92,108,3964.18,1
9.19,1663,906,20,12,113,0.94,0.01,2,482.03,1
129.29,43374,18393,0,1,14,0.84,0.15,9,423.68,0
3.86,475,115,48,44,459,1.0,0.06,3,1494.22,1
54.88,22174,30525,0,1,37,0.98,0.3,7,308.23,0
148.87,1312,88625,0,3,28,0.84,0.23,9,91.83,0
228.91,16828,98610,0,3,23,0.85,0.15,6,351.26,0
104.53,17737,48150,0,2,31,0.75,0.07,10,326.05,0
